ID,score
35341,3.0
35342,4.0
35343,4.0
35344,4.0
35345,3.0
35346,3.0
35347,4.0
35348,3.0
35349,3.0
35350,4.0
35351,3.0
35352,4.0
35353,3.0
35354,3.0
35355,2.0
35356,3.0
35357,4.0
35358,2.0
35359,3.0
35360,4.0
35361,2.0
35362,4.0
35363,2.0
35364,2.0
35365,3.0
35366,3.0
35367,2.0
35368,4.0
35369,3.0
35370,3.0
35371,3.0
35372,3.0
35373,2.0
35374,3.0
35375,3.0
35376,3.0
35377,3.0
35378,2.0
35379,4.0
35380,2.0
35381,2.0
35382,3.0
35383,4.0
35384,2.0
35385,3.0
35386,3.0
35387,3.0
35388,3.0
35389,2.0
35390,3.0
35391,4.0
35392,2.0
35393,3.0
35394,4.0
35395,3.0
35396,3.0
35397,3.0
35398,2.0
35399,4.0
35400,3.0
35401,1.0
35402,4.0
35403,2.0
35404,3.0
35405,2.0
35406,3.0
35407,2.0
35408,4.0
35409,3.0
35410,3.0
35411,3.0
35412,3.0
35413,3.0
35414,3.0
35415,2.0
35416,3.0
35417,2.0
35418,3.0
35419,2.0
35420,3.0
35421,4.0
35422,3.0
35423,2.0
35424,2.0
35425,3.0
35426,2.0
35427,4.0
35428,3.0
35429,3.0
35430,2.0
35431,4.0
35432,3.0
35433,4.0
35434,2.0
35435,3.0
35436,3.0
35437,2.0
35438,4.0
35439,4.0
35440,4.0
35441,2.0
35442,2.0
35443,2.0
35444,3.0
35445,4.0
35446,3.0
35447,4.0
35448,3.0
35449,2.0
35450,3.0
35451,4.0
35452,2.0
35453,4.0
35454,4.0
35455,3.0
35456,3.0
35457,4.0
35458,3.0
35459,4.0
35460,3.0
35461,3.0
35462,4.0
35463,4.0
35464,2.0
35465,3.0
35466,2.0
35467,2.0
35468,4.0
35469,2.0
35470,5.0
35471,3.0
35472,3.0
35473,3.0
35474,4.0
35475,3.0
35476,3.0
35477,3.0
35478,4.0
35479,3.0
35480,4.0
35481,2.0
35482,2.0
35483,3.0
35484,2.0
35485,3.0
35486,3.0
35487,2.0
35488,2.0
35489,3.0
35490,3.0
35491,5.0
35492,3.0
35493,2.0
35494,4.0
35495,1.0
35496,3.0
35497,2.0
35498,3.0
35499,3.0
35500,3.0
35501,2.0
35502,3.0
35503,4.0
35504,4.0
35505,2.0
35506,4.0
35507,3.0
35508,4.0
35509,4.0
35510,3.0
35511,3.0
35512,4.0
35513,3.0
35514,4.0
35515,3.0
35516,4.0
35517,4.0
35518,3.0
35519,3.0
35520,3.0
35521,2.0
35522,3.0
35523,2.0
35524,3.0
35525,3.0
35526,2.0
35527,4.0
35528,2.0
35529,2.0
35530,4.0
35531,3.0
35532,3.0
35533,4.0
35534,2.0
35535,3.0
35536,2.0
35537,3.0
35538,3.0
35539,4.0
35540,4.0
35541,4.0
35542,4.0
35543,3.0
35544,3.0
35545,3.0
35546,3.0
35547,2.0
35548,4.0
35549,3.0
35550,3.0
35551,3.0
35552,3.0
35553,2.0
35554,3.0
35555,2.0
35556,4.0
35557,3.0
35558,4.0
35559,2.0
35560,3.0
35561,3.0
35562,3.0
35563,3.0
35564,3.0
35565,4.0
35566,2.0
35567,4.0
35568,3.0
35569,2.0
35570,4.0
35571,2.0
35572,1.0
35573,3.0
35574,2.0
35575,3.0
35576,3.0
35577,4.0
35578,3.0
35579,3.0
35580,3.0
35581,3.0
35582,3.0
35583,4.0
35584,3.0
35585,3.0
35586,2.0
35587,3.0
35588,3.0
35589,4.0
35590,2.0
35591,3.0
35592,3.0
35593,3.0
35594,3.0
35595,4.0
35596,3.0
35597,3.0
35598,3.0
35599,2.0
35600,3.0
35601,2.0
35602,3.0
35603,3.0
35604,3.0
35605,3.0
35606,3.0
35607,2.0
35608,2.0
35609,4.0
35610,3.0
35611,4.0
35612,2.0
35613,3.0
35614,3.0
35615,4.0
35616,4.0
35617,4.0
35618,4.0
35619,3.0
35620,1.0
35621,3.0
35622,3.0
35623,3.0
35624,3.0
35625,4.0
35626,3.0
35627,2.0
35628,3.0
35629,4.0
35630,1.0
35631,1.0
35632,3.0
35633,3.0
35634,3.0
35635,3.0
35636,3.0
35637,3.0
35638,5.0
35639,4.0
35640,2.0
35641,3.0
35642,2.0
35643,3.0
35644,4.0
35645,2.0
35646,2.0
35647,4.0
35648,2.0
35649,3.0
35650,3.0
35651,4.0
35652,3.0
35653,2.0
35654,4.0
35655,3.0
35656,2.0
35657,3.0
35658,4.0
35659,4.0
35660,3.0
35661,3.0
35662,3.0
35663,3.0
35664,2.0
35665,2.0
35666,3.0
35667,3.0
35668,3.0
35669,3.0
35670,4.0
35671,4.0
35672,4.0
35673,3.0
35674,3.0
35675,4.0
35676,3.0
35677,3.0
35678,3.0
35679,4.0
35680,2.0
35681,3.0
35682,2.0
35683,3.0
35684,3.0
35685,3.0
35686,4.0
35687,2.0
35688,3.0
35689,3.0
35690,4.0
35691,4.0
35692,4.0
35693,4.0
35694,2.0
35695,4.0
35696,3.0
35697,4.0
35698,3.0
35699,4.0
35700,3.0
35701,3.0
35702,4.0
35703,4.0
35704,2.0
35705,4.0
35706,4.0
35707,2.0
35708,3.0
35709,3.0
35710,3.0
35711,3.0
35712,3.0
35713,4.0
35714,3.0
35715,2.0
35716,4.0
35717,3.0
35718,4.0
35719,3.0
35720,3.0
35721,4.0
35722,5.0
35723,4.0
35724,2.0
35725,3.0
35726,4.0
35727,4.0
35728,3.0
35729,2.0
35730,2.0
35731,4.0
35732,3.0
35733,3.0
35734,4.0
35735,4.0
35736,4.0
35737,2.0
35738,2.0
35739,4.0
35740,3.0
35741,3.0
35742,3.0
35743,3.0
35744,3.0
35745,3.0
35746,4.0
35747,3.0
35748,2.0
35749,4.0
35750,4.0
35751,2.0
35752,4.0
35753,2.0
35754,3.0
35755,3.0
35756,3.0
35757,2.0
35758,4.0
35759,2.0
35760,2.0
35761,3.0
35762,4.0
35763,2.0
35764,2.0
35765,3.0
35766,3.0
35767,2.0
35768,2.0
35769,3.0
35770,2.0
35771,2.0
35772,3.0
35773,2.0
35774,2.0
35775,2.0
35776,3.0
35777,2.0
35778,2.0
35779,2.0
35780,3.0
35781,4.0
35782,3.0
35783,3.0
35784,3.0
35785,3.0
35786,2.0
35787,2.0
35788,3.0
35789,2.0
35790,2.0
35791,2.0
35792,2.0
35793,3.0
35794,3.0
35795,4.0
35796,3.0
35797,2.0
35798,4.0
35799,4.0
35800,2.0
35801,2.0
35802,3.0
35803,3.0
35804,3.0
35805,4.0
35806,3.0
35807,4.0
35808,4.0
35809,2.0
35810,2.0
35811,1.0
35812,3.0
35813,2.0
35814,2.0
35815,3.0
35816,2.0
35817,3.0
35818,2.0
35819,3.0
35820,2.0
35821,3.0
35822,2.0
35823,2.0
35824,3.0
35825,2.0
35826,3.0
35827,3.0
35828,3.0
35829,4.0
35830,3.0
35831,2.0
35832,3.0
35833,3.0
35834,2.0
35835,2.0
35836,2.0
35837,2.0
35838,3.0
35839,2.0
35840,2.0
35841,3.0
35842,2.0
35843,3.0
35844,3.0
35845,2.0
35846,2.0
35847,2.0
35848,3.0
35849,2.0
35850,3.0
35851,3.0
35852,4.0
35853,3.0
35854,2.0
35855,2.0
35856,3.0
35857,2.0
35858,2.0
35859,2.0
35860,3.0
35861,2.0
35862,3.0
35863,2.0
35864,3.0
35865,2.0
35866,3.0
35867,2.0
35868,2.0
35869,2.0
35870,3.0
35871,3.0
35872,4.0
35873,2.0
35874,3.0
35875,3.0
35876,2.0
35877,2.0
35878,4.0
35879,4.0
35880,3.0
35881,2.0
35882,3.0
35883,3.0
35884,2.0
35885,2.0
35886,2.0
35887,2.0
35888,3.0
35889,3.0
35890,3.0
35891,3.0
35892,2.0
35893,5.0
35894,3.0
35895,2.0
35896,3.0
35897,2.0
35898,3.0
35899,3.0
35900,3.0
35901,4.0
35902,2.0
35903,4.0
35904,2.0
35905,4.0
35906,4.0
35907,2.0
35908,3.0
35909,3.0
35910,3.0
35911,3.0
35912,3.0
35913,3.0
35914,4.0
35915,3.0
35916,4.0
35917,2.0
35918,3.0
35919,3.0
35920,3.0
35921,3.0
35922,3.0
35923,4.0
35924,4.0
35925,4.0
35926,3.0
35927,3.0
35928,3.0
35929,2.0
35930,3.0
35931,3.0
35932,5.0
35933,2.0
35934,4.0
35935,2.0
35936,4.0
35937,3.0
35938,3.0
35939,4.0
35940,3.0
35941,3.0
35942,3.0
35943,4.0
35944,3.0
35945,4.0
35946,4.0
35947,3.0
35948,4.0
35949,4.0
35950,3.0
35951,3.0
35952,4.0
35953,4.0
35954,2.0
35955,4.0
35956,4.0
35957,3.0
35958,3.0
35959,3.0
35960,3.0
35961,3.0
35962,4.0
35963,3.0
35964,5.0
35965,3.0
35966,2.0
35967,2.0
35968,4.0
35969,3.0
35970,3.0
35971,4.0
35972,3.0
35973,4.0
35974,3.0
35975,4.0
35976,4.0
35977,5.0
35978,1.0
35979,3.0
35980,4.0
35981,3.0
35982,2.0
35983,2.0
35984,2.0
35985,1.0
35986,2.0
35987,2.0
35988,2.0
35989,3.0
35990,3.0
35991,3.0
35992,2.0
35993,4.0
35994,3.0
35995,4.0
35996,4.0
35997,3.0
35998,3.0
35999,3.0
36000,3.0
36001,4.0
36002,3.0
36003,4.0
36004,4.0
36005,3.0
36006,4.0
36007,4.0
36008,4.0
36009,4.0
36010,4.0
36011,3.0
36012,4.0
36013,3.0
36014,4.0
36015,4.0
36016,2.0
36017,2.0
36018,3.0
36019,3.0
36020,4.0
36021,3.0
36022,3.0
36023,3.0
36024,3.0
36025,4.0
36026,4.0
36027,3.0
36028,3.0
36029,4.0
36030,3.0
36031,4.0
36032,2.0
36033,4.0
36034,3.0
36035,3.0
36036,3.0
36037,3.0
36038,3.0
36039,3.0
36040,2.0
36041,3.0
36042,4.0
36043,3.0
36044,2.0
36045,3.0
36046,4.0
36047,3.0
36048,1.0
36049,3.0
36050,3.0
36051,3.0
36052,4.0
36053,5.0
36054,4.0
36055,3.0
36056,2.0
36057,3.0
36058,3.0
36059,4.0
36060,3.0
36061,3.0
36062,4.0
36063,4.0
36064,3.0
36065,3.0
36066,2.0
36067,4.0
36068,1.0
36069,3.0
36070,3.0
36071,3.0
36072,4.0
36073,4.0
36074,4.0
36075,2.0
36076,3.0
36077,3.0
36078,4.0
36079,3.0
36080,3.0
36081,3.0
36082,3.0
36083,3.0
36084,4.0
36085,2.0
36086,3.0
36087,3.0
36088,4.0
36089,3.0
36090,4.0
36091,3.0
36092,4.0
36093,5.0
36094,3.0
36095,3.0
36096,3.0
36097,3.0
36098,4.0
36099,3.0
36100,3.0
36101,4.0
36102,4.0
36103,2.0
36104,4.0
36105,2.0
36106,3.0
36107,3.0
36108,3.0
36109,4.0
36110,3.0
36111,3.0
36112,3.0
36113,3.0
36114,2.0
36115,3.0
36116,4.0
36117,3.0
36118,2.0
36119,3.0
36120,4.0
36121,4.0
36122,3.0
36123,2.0
36124,4.0
36125,3.0
36126,3.0
36127,3.0
36128,3.0
36129,3.0
36130,4.0
36131,3.0
36132,4.0
36133,2.0
36134,3.0
36135,2.0
36136,4.0
36137,2.0
36138,4.0
36139,2.0
36140,4.0
36141,2.0
36142,4.0
36143,3.0
36144,2.0
36145,4.0
36146,3.0
36147,3.0
36148,3.0
36149,3.0
36150,3.0
36151,3.0
36152,2.0
36153,3.0
36154,3.0
36155,4.0
36156,4.0
36157,2.0
36158,4.0
36159,3.0
36160,3.0
36161,3.0
36162,2.0
36163,4.0
36164,2.0
36165,3.0
36166,1.0
36167,2.0
36168,2.0
36169,5.0
36170,3.0
36171,3.0
36172,3.0
36173,2.0
36174,2.0
36175,3.0
36176,4.0
36177,4.0
36178,3.0
36179,2.0
36180,4.0
36181,4.0
36182,3.0
36183,3.0
36184,3.0
36185,3.0
36186,4.0
36187,4.0
36188,4.0
36189,1.0
36190,3.0
36191,4.0
36192,3.0
36193,3.0
36194,4.0
36195,3.0
36196,3.0
36197,2.0
36198,2.0
36199,2.0
36200,2.0
36201,3.0
36202,3.0
36203,2.0
36204,3.0
36205,3.0
36206,2.0
36207,3.0
36208,2.0
36209,3.0
36210,2.0
36211,3.0
36212,4.0
36213,4.0
36214,4.0
36215,3.0
36216,3.0
36217,2.0
36218,4.0
36219,2.0
36220,3.0
36221,4.0
36222,4.0
36223,3.0
36224,3.0
36225,2.0
36226,3.0
36227,4.0
36228,4.0
36229,3.0
36230,4.0
36231,5.0
36232,3.0
36233,2.0
36234,3.0
36235,3.0
36236,3.0
36237,3.0
36238,3.0
36239,2.0
36240,4.0
36241,4.0
36242,3.0
36243,2.0
36244,3.0
36245,2.0
36246,3.0
36247,3.0
36248,2.0
36249,2.0
36250,2.0
36251,2.0
36252,1.0
36253,1.0
36254,3.0
36255,2.0
36256,3.0
36257,2.0
36258,2.0
36259,2.0
36260,3.0
36261,2.0
36262,2.0
36263,2.0
36264,3.0
36265,3.0
36266,3.0
36267,3.0
36268,3.0
36269,2.0
36270,2.0
36271,2.0
36272,3.0
36273,3.0
36274,2.0
36275,2.0
36276,3.0
36277,2.0
36278,3.0
36279,2.0
36280,2.0
36281,1.0
36282,3.0
36283,3.0
36284,4.0
36285,3.0
36286,3.0
36287,4.0
36288,3.0
36289,2.0
36290,2.0
36291,4.0
36292,3.0
36293,2.0
36294,4.0
36295,3.0
36296,4.0
36297,2.0
36298,3.0
36299,4.0
36300,4.0
36301,3.0
36302,2.0
36303,2.0
36304,4.0
36305,3.0
36306,4.0
36307,3.0
36308,3.0
36309,4.0
36310,3.0
36311,3.0
36312,3.0
36313,2.0
36314,3.0
36315,4.0
36316,3.0
36317,5.0
36318,3.0
36319,3.0
36320,4.0
36321,3.0
36322,3.0
36323,2.0
36324,2.0
36325,4.0
36326,4.0
36327,2.0
36328,2.0
36329,2.0
36330,2.0
36331,3.0
36332,3.0
36333,3.0
36334,2.0
36335,3.0
36336,3.0
36337,3.0
36338,4.0
36339,3.0
36340,3.0
36341,4.0
36342,4.0
36343,4.0
36344,4.0
36345,3.0
36346,4.0
36347,3.0
36348,3.0
36349,4.0
36350,4.0
36351,2.0
36352,3.0
36353,2.0
36354,2.0
36355,3.0
36356,3.0
36357,2.0
36358,3.0
36359,2.0
36360,3.0
36361,3.0
36362,4.0
36363,3.0
36364,4.0
36365,3.0
36366,3.0
36367,3.0
36368,3.0
36369,3.0
36370,3.0
36371,4.0
36372,4.0
36373,3.0
36374,3.0
36375,3.0
36376,3.0
36377,3.0
36378,3.0
36379,3.0
36380,2.0
36381,2.0
36382,3.0
36383,3.0
36384,4.0
36385,3.0
36386,3.0
36387,4.0
36388,3.0
36389,4.0
36390,3.0
36391,3.0
36392,3.0
36393,3.0
36394,3.0
36395,4.0
36396,2.0
36397,4.0
36398,4.0
36399,4.0
36400,4.0
36401,1.0
36402,3.0
36403,4.0
36404,3.0
36405,3.0
36406,3.0
36407,4.0
36408,4.0
36409,3.0
36410,4.0
36411,2.0
36412,3.0
36413,3.0
36414,4.0
36415,3.0
36416,3.0
36417,4.0
36418,3.0
36419,2.0
36420,3.0
36421,3.0
36422,3.0
36423,3.0
36424,4.0
36425,3.0
36426,3.0
36427,3.0
36428,3.0
36429,3.0
36430,4.0
36431,4.0
36432,3.0
36433,4.0
36434,4.0
36435,4.0
36436,3.0
36437,4.0
36438,4.0
36439,3.0
36440,4.0
36441,2.0
36442,1.0
36443,3.0
36444,3.0
36445,4.0
36446,4.0
36447,2.0
36448,2.0
36449,2.0
36450,5.0
36451,3.0
36452,3.0
36453,3.0
36454,3.0
36455,4.0
36456,4.0
36457,1.0
36458,2.0
36459,4.0
36460,3.0
36461,3.0
36462,3.0
36463,4.0
36464,4.0
36465,4.0
36466,3.0
36467,2.0
36468,4.0
36469,3.0
36470,3.0
36471,4.0
36472,4.0
36473,2.0
36474,3.0
36475,2.0
36476,3.0
36477,4.0
36478,3.0
36479,3.0
36480,4.0
36481,2.0
36482,2.0
36483,2.0
36484,4.0
36485,4.0
36486,3.0
36487,3.0
36488,4.0
36489,4.0
36490,3.0
36491,4.0
36492,3.0
36493,4.0
36494,4.0
36495,3.0
36496,4.0
36497,3.0
36498,2.0
36499,4.0
36500,2.0
36501,4.0
36502,3.0
36503,4.0
36504,3.0
36505,4.0
36506,2.0
36507,3.0
36508,2.0
36509,3.0
36510,4.0
36511,4.0
36512,4.0
36513,4.0
36514,4.0
36515,3.0
36516,3.0
36517,3.0
36518,4.0
36519,4.0
36520,3.0
36521,3.0
36522,3.0
36523,4.0
36524,3.0
36525,3.0
36526,4.0
36527,3.0
36528,3.0
36529,3.0
36530,5.0
36531,2.0
36532,4.0
36533,2.0
36534,3.0
36535,3.0
36536,3.0
36537,4.0
36538,2.0
36539,3.0
36540,1.0
36541,4.0
36542,2.0
36543,4.0
36544,3.0
36545,2.0
36546,2.0
36547,3.0
36548,4.0
36549,2.0
36550,3.0
36551,4.0
36552,4.0
36553,3.0
36554,3.0
36555,4.0
36556,4.0
36557,2.0
36558,3.0
36559,2.0
36560,3.0
36561,4.0
36562,2.0
36563,3.0
36564,4.0
36565,3.0
36566,4.0
36567,3.0
36568,3.0
36569,3.0
36570,2.0
36571,3.0
36572,3.0
36573,3.0
36574,2.0
36575,3.0
36576,3.0
36577,3.0
36578,3.0
36579,3.0
36580,4.0
36581,3.0
36582,5.0
36583,4.0
36584,3.0
36585,3.0
36586,3.0
36587,3.0
36588,2.0
36589,1.0
36590,3.0
36591,4.0
36592,3.0
36593,1.0
36594,2.0
36595,3.0
36596,2.0
36597,2.0
36598,2.0
36599,2.0
36600,2.0
36601,3.0
36602,3.0
36603,3.0
36604,3.0
36605,4.0
36606,2.0
36607,3.0
36608,2.0
36609,3.0
36610,2.0
36611,3.0
36612,3.0
36613,4.0
36614,3.0
36615,4.0
36616,3.0
36617,4.0
36618,2.0
36619,1.0
36620,2.0
36621,3.0
36622,2.0
36623,3.0
36624,4.0
36625,2.0
36626,4.0
36627,4.0
36628,3.0
36629,3.0
36630,4.0
36631,3.0
36632,3.0
36633,4.0
36634,3.0
36635,3.0
36636,3.0
36637,4.0
36638,3.0
36639,4.0
36640,3.0
36641,4.0
36642,3.0
36643,3.0
36644,3.0
36645,3.0
36646,2.0
36647,3.0
36648,4.0
36649,3.0
36650,3.0
36651,4.0
36652,2.0
36653,2.0
36654,3.0
36655,2.0
36656,4.0
36657,3.0
36658,3.0
36659,3.0
36660,2.0
36661,4.0
36662,2.0
36663,3.0
36664,2.0
36665,4.0
36666,4.0
36667,4.0
36668,2.0
36669,2.0
36670,4.0
36671,3.0
36672,4.0
36673,3.0
36674,3.0
36675,4.0
36676,3.0
36677,3.0
36678,3.0
36679,4.0
36680,3.0
36681,3.0
36682,3.0
36683,3.0
36684,4.0
36685,4.0
36686,3.0
36687,4.0
36688,3.0
36689,3.0
36690,2.0
36691,3.0
36692,3.0
36693,4.0
36694,4.0
36695,3.0
36696,5.0
36697,3.0
36698,3.0
36699,3.0
36700,2.0
36701,4.0
36702,3.0
36703,4.0
36704,3.0
36705,3.0
36706,4.0
36707,4.0
36708,4.0
36709,4.0
36710,3.0
36711,3.0
36712,3.0
36713,3.0
36714,4.0
36715,3.0
36716,3.0
36717,3.0
36718,3.0
36719,3.0
36720,4.0
36721,3.0
36722,3.0
36723,4.0
36724,4.0
36725,4.0
36726,3.0
36727,3.0
36728,2.0
36729,4.0
36730,4.0
36731,2.0
36732,3.0
36733,2.0
36734,3.0
36735,3.0
36736,3.0
36737,4.0
36738,5.0
36739,3.0
36740,3.0
36741,3.0
36742,3.0
36743,2.0
36744,3.0
36745,3.0
36746,3.0
36747,5.0
36748,3.0
36749,4.0
36750,4.0
36751,4.0
36752,3.0
36753,3.0
36754,4.0
36755,3.0
36756,3.0
36757,4.0
36758,3.0
36759,3.0
36760,4.0
36761,3.0
36762,3.0
36763,2.0
36764,3.0
36765,3.0
36766,4.0
36767,3.0
36768,2.0
36769,2.0
36770,4.0
36771,3.0
36772,2.0
36773,3.0
36774,4.0
36775,4.0
36776,4.0
36777,2.0
36778,4.0
36779,3.0
36780,2.0
36781,3.0
36782,2.0
36783,2.0
36784,3.0
36785,3.0
36786,4.0
36787,3.0
36788,3.0
36789,4.0
36790,3.0
36791,4.0
36792,4.0
36793,5.0
36794,3.0
36795,3.0
36796,2.0
36797,4.0
36798,4.0
36799,3.0
36800,4.0
36801,4.0
36802,4.0
36803,3.0
36804,3.0
36805,3.0
36806,3.0
36807,3.0
36808,2.0
36809,3.0
36810,1.0
36811,3.0
36812,4.0
36813,3.0
36814,3.0
36815,4.0
36816,3.0
36817,2.0
36818,4.0
36819,2.0
36820,3.0
36821,3.0
36822,2.0
36823,3.0
36824,4.0
36825,3.0
36826,4.0
36827,3.0
36828,2.0
36829,3.0
36830,2.0
36831,3.0
36832,3.0
36833,4.0
36834,4.0
36835,3.0
36836,3.0
36837,3.0
36838,3.0
36839,2.0
36840,4.0
36841,3.0
36842,2.0
36843,3.0
36844,4.0
36845,3.0
36846,3.0
36847,2.0
36848,4.0
36849,2.0
36850,3.0
36851,3.0
36852,2.0
36853,4.0
36854,3.0
36855,3.0
36856,4.0
36857,3.0
36858,5.0
36859,3.0
36860,2.0
36861,3.0
36862,3.0
36863,4.0
36864,3.0
36865,3.0
36866,3.0
36867,3.0
36868,3.0
36869,3.0
36870,4.0
36871,3.0
36872,3.0
36873,3.0
36874,2.0
36875,4.0
36876,3.0
36877,4.0
36878,3.0
36879,4.0
36880,3.0
36881,2.0
36882,3.0
36883,3.0
36884,3.0
36885,2.0
36886,3.0
36887,3.0
36888,3.0
36889,2.0
36890,4.0
36891,3.0
36892,3.0
36893,5.0
36894,3.0
36895,3.0
36896,2.0
36897,4.0
36898,3.0
36899,4.0
36900,2.0
36901,3.0
36902,3.0
36903,4.0
36904,3.0
36905,3.0
36906,3.0
36907,3.0
36908,2.0
36909,3.0
36910,3.0
36911,4.0
36912,5.0
36913,3.0
36914,3.0
36915,3.0
36916,3.0
36917,3.0
36918,2.0
36919,3.0
36920,3.0
36921,2.0
36922,3.0
36923,4.0
36924,4.0
36925,3.0
36926,3.0
36927,4.0
36928,3.0
36929,3.0
36930,4.0
36931,3.0
36932,3.0
36933,2.0
36934,5.0
36935,3.0
36936,3.0
36937,4.0
36938,4.0
36939,3.0
36940,3.0
36941,3.0
36942,4.0
36943,2.0
36944,3.0
36945,3.0
36946,2.0
36947,4.0
36948,3.0
36949,3.0
36950,2.0
36951,2.0
36952,2.0
36953,3.0
36954,2.0
36955,4.0
36956,2.0
36957,3.0
36958,4.0
36959,3.0
36960,3.0
36961,4.0
36962,3.0
36963,4.0
36964,4.0
36965,3.0
36966,3.0
36967,4.0
36968,3.0
36969,3.0
36970,4.0
36971,2.0
36972,4.0
36973,2.0
36974,3.0
36975,4.0
36976,3.0
36977,3.0
36978,3.0
36979,3.0
36980,2.0
36981,3.0
36982,3.0
36983,4.0
36984,4.0
36985,2.0
